Mã CK,Tên công ty,Ngành cấp 1,Ngành cấp 2,Ngành cấp 3,Sàn,Ngày GDĐT,Khối lượng NY/ĐKGD
GHC,CTCP Thủy điện Gia Lai,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,26/04/2011,"47,662,500"
GLC,CTCP Vàng Lào Cai,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khai thác quặng kim loại,UPCoM,9/1/2019,"10,500,000"
GLW,CTCP Cấp thoát nước Gia Lai,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,8/1/2018,"18,000,000"
GND,CTCP Gạch ngói Đồng Nai,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,UPCoM,21/02/2017,"9,000,000"
GQN,Trung tâm Giống Thủy sản Quảng Nam,Sản xuất nông nghiệp,Chăn nuôi,Nuôi trồng thủy sản,UPCoM,9/1/2020,"846,000"
GSM,CTCP Thủy điện Hương Sơn,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,8/4/2015,"28,562,000"
GTD,CTCP Giầy Thượng Đình,Sản xuất,Sản xuất các sản phẩm da và liên quan,Sản xuất giày dép,UPCoM,16/12/2016,"9,300,000"
GTH,CTCP Xây dựng - Giao thông Thừa Thiên Huế,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc","Xây dựng nhà ở, khu dân cư, cao ốc",UPCoM,28/10/2009,"2,735,500"
GTK,CTCP Giầy Thụy Khê,Sản xuất,Sản xuất các sản phẩm da và liên quan,Sản xuất giày dép,UPCoM,8/1/2020,"7,700,000"
GTS,CTCP Công trình Giao thông Sài Gòn,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,21/10/2016,"28,499,764"
GTT,CTCP Thuận Thảo,Vận tải và kho bãi,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,Vận tải trung chuyển và vận tải hành khách bằng đường bộ khác,UPCoM,7/6/2016,"43,503,000"
GVT,CTCP Giấy Việt Trì,Sản xuất,Sản xuất giấy,Sản xuất các sản phẩm từ giấy,UPCoM,12/1/2017,"11,605,100"
H11,CTCP Xây dựng HUD101,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng hệ thống tiện ích,UPCoM,28/04/2011,"1,060,000"
HAB,CTCP Sách và Thiết bị Trường học Hà Nội,Công nghệ và thông tin,Công nghiệp xuất bản - Ngoại trừ internet,"Đơn vị xuất bản báo, ấn phẩm, sách và danh mục",UPCoM,5/1/2018,"2,000,000"
HAC,CTCP Chứng khoán Hải Phòng,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,UPCoM,18/10/2016,"29,181,096"
HAF,CTCP Thực phẩm Hà Nội,Sản xuất,Sản xuất thực phẩm,Sản xuất các loại thực phẩm khác,UPCoM,24/07/2017,"14,500,000"
HAM,CTCP Vật tư Hậu Giang,Bán buôn,"Chợ, đại lý và môi giới bán buôn điện tử",Thương mại điện tử giữa doanh nghiệp với doanh nghiệp,UPCoM,21/08/2017,"9,338,061"
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",Xây dựng công trình khác,UPCoM,20/10/2016,"141,048,000"
HAV,CTCP Rượu Hapro,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,UPCoM,30/11/2017,"3,297,860"
HAW,Trung tâm Nước sạch và Vệ sinh môi trường nông thôn,Hành chính công,"Quản lý các chương trình nhà ở, quy hoạch đô thị và phát triển cộng đồng","Quản lý quy hoạch đô thị, phát triển cộng đồng và nông thôn",UPCoM,2/7/2020,"61,500"
HBD,CTCP Bao Bì PP Bình Dương,Sản xuất,Sản xuất giấy,"Nhà máy sản xuất bột giấy, giấy và giấy bìa",UPCoM,16/09/2013,"2,011,100"
HBH,CTCP Habeco - Hải Phòng,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,UPCoM,10/8/2017,"16,000,000"
HC1,CTCP Xây dựng Số 1 Hà Nội,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc","Xây dựng nhà ở, khu dân cư, cao ốc",UPCoM,6/1/2020,"8,000,000"
HC3,CTCP Xây dựng Số 3 Hải Phòng,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,11/7/2017,"20,685,717"
HCB,CTCP Dệt may 29/3,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,UPCoM,18/12/2019,"5,199,274"
HCI,CTCP Đầu tư Xây dựng Hà Nội,Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,17/09/2010,"5,232,000"
HD2,CTCP Đầu tư Phát triển Nhà HUD2,Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,16/05/2016,"8,962,353"
HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,23/11/2020,"14,400,000"
HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,15/03/2019,"10,000,000"
HDM,CTCP Dệt may Huế,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất phụ kiện và các sản phẩm may mặc khác,UPCoM,21/01/2010,"10,000,000"
HDO,CTCP Hưng Đạo Container,Thuê và cho thuê,"Thuê và cho thuê máy móc, thiết bị thương mại và công nghiệp","Thuê và cho thuê máy móc, thiết bị thương mại và công nghiệp khác",UPCoM,2/6/2017,"16,959,879"
HDP,CTCP Dược Hà Tĩnh,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,UPCoM,16/03/2017,"9,011,418"
HDW,CTCP Kinh doanh Nước sạch Hải Dương,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,3/11/2017,"31,882,470"
HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",Xây dựng công trình khác,UPCoM,21/12/2016,"4,200,000"
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,"Dịch vụ chuyên môn, khoa học và công nghệ","Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",Dịch vụ tư vấn xây dựng,UPCoM,14/07/2017,"4,400,000"
HEM,CTCP Chế tạo Điện Cơ Hà Nội,Sản xuất,"Sản xuất thiết bị, máy móc",Sản xuất máy móc với mục đích chung khác,UPCoM,3/1/2017,"38,704,650"
HEP,CTCP Môi trường và Công trình Đô thị Huế,Tiện ích,"Nước, chất thải và các hệ thống khác",Công trình xử lý nước thải,UPCoM,15/12/2017,"6,000,000"
HES,CTCP Dịch vụ Giải trí Hà Nội,"Nghệ thuật, vui chơi và giải trí","Công nghiệp giải trí, đánh bạc và tiêu khiển","Công nghiệp giải trí, vui chơi khác",UPCoM,7/12/2016,"9,297,450"
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,30/03/2017,"9,100,000"
HFC,CTCP Xăng dầu HFC,Bán lẻ,Cửa hàng đồ nội thất và đồ dùng gia đình,Cửa hàng đồ nội thất,UPCoM,1/3/2010,"8,198,105"
HFX,CTCP Sản xuất - Xuất nhập khẩu Thanh Hà,Bán buôn,Bán buôn hàng tiêu dùng,Bán buôn sản phẩm nuôi trồng thô,UPCoM,10/11/2011,"1,270,000"
HGA,Trung tâm Giống Nông nghiệp tỉnh Hậu Giang,Sản xuất nông nghiệp,Hoạt động hỗ trợ cho nông lâm nghiệp,Các hoạt động hỗ trợ cho trồng trọt,UPCoM,7/2/2020,"778,181"
HGC,Trung tâm Quy hoạch - Kiến trúc tỉnh Hậu Giang,"Dịch vụ chuyên môn, khoa học và công nghệ","Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",Dịch vụ kiến trúc cảnh quan,UPCoM,11/3/2020,"55,000"
HGR,CTCP Tài nguyên và Môi trường Hậu Giang,Hành chính công,"Quản lý các chương trình nhà ở, quy hoạch đô thị và phát triển cộng đồng","Quản lý quy hoạch đô thị, phát triển cộng đồng và nông thôn",UPCoM,2/7/2020,"10,000"
HGT,CTCP Du lịch Hương Giang,Dịch vụ lưu trú và ăn uống,Khách sạn và phòng ở,Chỗ ở cho khách du lịch,UPCoM,15/10/2020,"20,000,000"
HGW,CTCP Cấp thoát nước - Công trình Đô thị Hậu Giang,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,11/1/2017,"24,878,291"
HHN,CTCP Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,16/12/2016,"1,440,000"
HHR,CTCP Đường sắt Hà Hải,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,17/02/2017,"1,380,000"
HIG,CTCP Tập đoàn HIPT,Công nghệ và thông tin,Viễn thông,Viễn thông có dây,UPCoM,24/06/2009,"22,559,030"
HJC,CTCP Hòa Việt,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất thuốc lá,UPCoM,14/10/2015,"12,853,052"
HKB,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Bán buôn,Bán buôn hàng tiêu dùng,Bán buôn sản phẩm nuôi trồng thô,UPCoM,28/07/2021,"51,599,999"
HKP,CTCP Bao bì Hà Tiên,Sản xuất,Sản xuất giấy,"Nhà máy sản xuất bột giấy, giấy và giấy bìa",UPCoM,8/4/2016,"4,000,000"
HLA,CTCP Hữu Liên Á Châu,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,Sản xuất sản phẩm thép từ nguyên liệu thu mua,UPCoM,1/4/2015,"34,459,293"
HLB,CTCP Bia và Nước giải khát Hạ Long,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,UPCoM,8/2/2017,"3,000,000"
HLE,CTCP Điện Chiếu sáng Hải Phòng,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng hệ thống tiện ích,UPCoM,14/11/2017,"2,200,000"
HLG,CTCP Tập đoàn Hoàng Long,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,18/09/2019,"44,375,385"
HLR,CTCP Đường sắt Hà Lạng,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường sắt,UPCoM,28/11/2016,"1,650,000"
HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất thiết bị điện,UPCoM,16/10/2017,"9,628,634"
HLT,CTCP Dệt may Hoàng Thị Loan,Sản xuất,"Sản xuất sợi, vải",Sản xuất sợi,UPCoM,27/12/2019,"3,695,784"
HLY,CTCP Viglacera Hạ Long I,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,UPCoM,28/04/2021,"1,000,000"
HMG,CTCP Kim khí Hà Nội - VNSTEEL,Bán lẻ,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",Kinh doanh vật liệu xây dựng và vật tư liên quan,UPCoM,9/9/2016,"9,000,000"
HMS,CTCP Xây dựng Bảo tàng Hồ Chí Minh,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc","Xây dựng nhà ở, khu dân cư, cao ốc",UPCoM,5/6/2017,"8,000,000"
HNA,CTCP Thủy điện Hủa Na,Tiện ích,"Phát, truyền tải và phân phối điện năng","Truyền tải, kiểm soát và phân phối điện",UPCoM,5/10/2017,"235,232,210"
HNB,CTCP Bến xe Hà Nội,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường bộ,UPCoM,22/10/2015,"9,500,000"
HND,CTCP Nhiệt điện Hải Phòng,Tiện ích,"Phát, truyền tải và phân phối điện năng","Truyền tải, kiểm soát và phân phối điện",UPCoM,5/10/2016,"500,000,000"
HNE,CTCP Hanel,Bán buôn,Bán buôn hàng lâu bền,"Bán buôn các mặt hàng điện, điện tử",UPCoM,13/02/2020,"192,600,000"
HNF,CTCP Thực phẩm Hữu Nghị,Sản xuất,Sản xuất thực phẩm,Sản xuất bánh và bánh mì các loại,UPCoM,3/11/2015,"30,000,000"
HNI,CTCP May Hữu Nghị,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,UPCoM,12/12/2017,"11,890,000"
HNM,CTCP Sữa Hà Nội,Sản xuất,Sản xuất thực phẩm,Sản xuất sản phẩm sữa,UPCoM,19/06/2020,"20,000,000"
HNP,CTCP Hanel Xốp nhựa,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,UPCoM,20/12/2016,"5,000,000"
HNR,CTCP Rượu và Nước giải khát Hà Nội,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,UPCoM,8/6/2018,"20,000,000"
HNT,CTCP Xe điện Hà Nội,Vận tải và kho bãi,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,Vận tải trung chuyển và vận tải hành khách bằng đường bộ khác,UPCoM,30/11/2016,"5,500,000"
HPB,CTCP Bao bì PP,Sản xuất,Sản xuất giấy,"Nhà máy sản xuất bột giấy, giấy và giấy bìa",UPCoM,12/12/2013,"3,880,000"
HPD,CTCP Thủy điện ĐăK Đoa,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,11/6/2015,"8,306,590"
HPH,CTCP Hóa Chất Hưng Phát Hà Bắc,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất các sản phẩm hóa chất khác,UPCoM,28/12/2017,"8,400,000"
HPI,CTCP Khu công nghiệp Hiệp Phước,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,5/10/2017,"60,000,000"
HPP,CTCP Sơn Hải Phòng,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất sơn và chất kết dính,UPCoM,5/8/2010,"8,007,177"
HPT,CTCP Dịch vụ Công nghệ Tin học HPT,"Dịch vụ chuyên môn, khoa học và công nghệ",Thiết kế hệ thống máy tính và dịch vụ liên quan,Các dịch vụ máy tính liên quan khác,UPCoM,17/06/2010,"8,272,605"
HPW,CTCP Cấp nước Hải Phòng,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,21/11/2016,"74,206,940"
HRB,CTCP Harec Đầu tư và Thương mại,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,6/11/2017,"6,338,400"
HRT,CTCP Vận tải Đường sắt Hà Nội,Vận tải và kho bãi,Vận tải đường sắt,Vận tải đường sắt đường dài,UPCoM,15/09/2016,"80,058,970"
HSA,CTCP Hestia,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Các hoạt động đầu tư tài chính khác,UPCoM,23/01/2017,"7,872,727"
HSI,CTCP Vật tư Tổng hợp và Phân bón Hóa Sinh,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất thuốc trừ sâu, phân bón và các loại hóa chất nông nghiệp",UPCoM,11/5/2015,"10,000,000"
HSM,Tổng Công ty cổ phần Dệt may Hà Nội,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,UPCoM,19/04/2018,"20,500,000"
HSP,CTCP Sơn Tổng hợp Hà Nội,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất sơn và chất kết dính,UPCoM,30/03/2020,"12,027,086"
HSV,CTCP Gang Thép Hà Nội,Bán buôn,Bán buôn hàng lâu bền,Bán buôn kim loại và khoáng sản (trừ dầu khí),UPCoM,27/04/2021,"10,000,000"
HTE,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng hệ thống tiện ích,UPCoM,24/07/2017,"23,608,165"
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,Sản xuất,"Sản xuất sợi, vải","Sản xuất sợi, vải thành phẩm",UPCoM,14/06/2017,"22,500,000"
HTH,CTCP Hoa tiêu hàng hải - TKV,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường thủy,UPCoM,23/07/2021,"404,400"
HTK,CTCP Đăng kiểm xe cơ giới Hải Dương,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường bộ,UPCoM,12/9/2018,"1,458,710"
HTM,Tổng Công ty Thương mại Hà Nội - CTCP,Bán buôn,Bán buôn hàng tiêu dùng,"Bán buôn thực phẩm, tạp hóa và các sản phẩm có liên quan",UPCoM,4/5/2018,"220,000,000"
HTR,CTCP Đường sắt Hà Thái,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,22/02/2017,"1,500,700"
HTT,CTCP Thương mại Hà Tây,Xây dựng và Bất động sản,Bất động sản,Các hoạt động liên quan đến bất động sản,UPCoM,26/06/2020,"20,000,000"
HTW,CTCP Cấp nước Hà Tĩnh,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,14/12/2016,"20,400,893"
HU4,CTCP Đầu tư và Xây dựng HUD4,Xây dựng và Bất động sản,Bất động sản,Các hoạt động liên quan đến bất động sản,UPCoM,29/01/2016,"15,000,000"
HU6,CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,19/11/2015,"7,500,000"
HUG,Tổng Công ty May Hưng Yên - CTCP,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,UPCoM,18/12/2017,"16,259,725"
HUX,CTCP Khoáng sản Thừa Thiên Huế,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khai thác quặng kim loại,UPCoM,4/9/2020,"11,338,648"
HVA,CTCP Đầu tư HVA,Sản xuất nông nghiệp,Chăn nuôi,Chăn nuôi và trang trại gia súc,UPCoM,17/03/2020,"5,650,000"
HVG,CTCP Hùng Vương,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,13/08/2020,"227,038,291"
HWS,CTCP Cấp nước Thừa Thiên Huế,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,27/07/2018,"87,600,000"
I10,CTCP Đầu tư Xây dựng Số 10 IDICO,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng công nghiệp nặng và dân dụng khác,UPCoM,7/4/2016,"3,500,000"
IBD,CTCP In Tổng hợp Bình Dương,Sản xuất,In ấn và các hoạt động hỗ trợ,In ấn,UPCoM,24/05/2019,"9,000,000"
IBN,Công ty TNHH MTV In báo Nghệ An,Công nghệ và thông tin,Công nghiệp xuất bản - Ngoại trừ internet,"Đơn vị xuất bản báo, ấn phẩm, sách và danh mục",UPCoM,17/05/2021,"1,776,800"
ICC,CTCP Xây dựng Công nghiệp (ICC),Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,1/6/2016,"3,800,000"
